description,title,code_block,python_version
,new-features - improvements-to-codec-handling,">>> import codecs

>>> codecs.decode(b""abcdefgh"", ""hex"")
Traceback (most recent call last):
  File ""/usr/lib/python3.4/encodings/hex_codec.py"", line 20, in hex_decode
    return (binascii.a2b_hex(input), len(input))
binascii.Error: Non-hexadecimal digit found

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
binascii.Error: decoding with 'hex' codec failed (Error: Non-hexadecimal digit found)

>>> codecs.encode(""hello"", ""bz2"")
Traceback (most recent call last):
  File ""/usr/lib/python3.4/encodings/bz2_codec.py"", line 17, in bz2_encode
    return (bz2.compress(input), len(input))
  File ""/usr/lib/python3.4/bz2.py"", line 498, in compress
    return comp.compress(data) + comp.flush()
TypeError: 'str' does not support the buffer interface

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
TypeError: encoding with 'bz2' codec failed (TypeError: 'str' does not support the buffer interface)
",3.4
,new-features - improvements-to-codec-handling,">>> from codecs import encode, decode
>>> encode(b""hello"", ""hex"")
b'68656c6c6f'
>>> decode(b""68656c6c6f"", ""hex"")
b'hello'
",3.4
"dis

Functions show_code(), dis(), distb(), and
disassemble() now accept a keyword-only file argument that
controls where they write their output.
The dis module is now built around an Instruction class
that provides object oriented access to the details of each individual bytecode
operation.
A new method, get_instructions(), provides an iterator that emits
the Instruction stream for a given piece of Python code.  Thus it is now
possible to write a program that inspects and manipulates a bytecode
object in ways different from those provided by the dis module
itself.  For example:
>>> import dis
>>> for instr in dis.get_instructions(lambda x: x + 1):
...     print(instr.opname)
LOAD_FAST
LOAD_CONST
BINARY_ADD
RETURN_VALUE


The various display tools in the dis module have been rewritten to use
these new components.
In addition, a new application-friendly class Bytecode provides
an object-oriented API for inspecting bytecode in both in human-readable form
and for iterating over instructions.  The Bytecode constructor
takes the same arguments that get_instruction() does (plus an
optional current_offset), and the resulting object can be iterated to produce
Instruction objects.  But it also has a dis
method, equivalent to calling dis on the constructor argument, but
returned as a multi-line string:
>>> bytecode = dis.Bytecode(lambda x: x +1, current_offset=3)
>>> for instr in bytecode:
...     print('{} ({})'.format(instr.opname, instr.opcode))
LOAD_FAST (124)
LOAD_CONST (100)
BINARY_ADD (23)
RETURN_VALUE (83)
>>> bytecode.dis().splitlines()       
['  1           0 LOAD_FAST                0 (x)',
 '      -->     3 LOAD_CONST               1 (1)',
 '              6 BINARY_ADD',
 '              7 RETURN_VALUE']


Bytecode also has a class method,
from_traceback(), that provides the ability to manipulate a
traceback (that is, print(Bytecode.from_traceback(tb).dis()) is equivalent
to distb(tb)).
(Contributed by Nick Coghlan, Ryan Kelly and Thomas Kluyver in issue 11816
and Claudiu Popa in issue 17916.)
New function stack_effect() computes the effect on the Python stack
of a given opcode and argument, information that is not otherwise available.
(Contributed by Larry Hastings in issue 19722.)",improved-modules - dis,">>> import dis
>>> for instr in dis.get_instructions(lambda x: x + 1):
...     print(instr.opname)
LOAD_FAST
LOAD_CONST
BINARY_ADD
RETURN_VALUE
",3.4
,improved-modules - dis,">>> bytecode = dis.Bytecode(lambda x: x +1, current_offset=3)
>>> for instr in bytecode:
...     print('{} ({})'.format(instr.opname, instr.opcode))
LOAD_FAST (124)
LOAD_CONST (100)
BINARY_ADD (23)
RETURN_VALUE (83)
>>> bytecode.dis().splitlines()       
['  1           0 LOAD_FAST                0 (x)',
 '      -->     3 LOAD_CONST               1 (1)',
 '              6 BINARY_ADD',
 '              7 RETURN_VALUE']
",3.4
"unittest

The TestCase class has a new method,
subTest(), that produces a context manager whose
with block becomes a “sub-test”.  This context manager allows a test
method to dynamically generate subtests  by, say, calling the subTest
context manager inside a loop.  A single test method can thereby produce an
indefinite number of separately-identified and separately-counted tests, all of
which will run even if one or more of them fail.  For example:
class NumbersTest(unittest.TestCase):
    def test_even(self):
        for i in range(6):
            with self.subTest(i=i):
                self.assertEqual(i % 2, 0)


will result in six subtests, each identified in the unittest verbose output
with a label consisting of the variable name i and a particular value for
that variable (i=0, i=1, etc).  See Distinguishing test iterations using subtests for the full
version of this example.  (Contributed by Antoine Pitrou in issue 16997.)
unittest.main() now accepts an iterable of test names for
defaultTest, where previously it only accepted a single test name as a
string.  (Contributed by Jyrki Pulliainen in issue 15132.)
If SkipTest is raised during test discovery (that is, at the
module level in the test file), it is now reported as a skip instead of an
error.  (Contributed by Zach Ware in issue 16935.)
discover() now sorts the discovered files to provide
consistent test ordering.  (Contributed by Martin Melin and Jeff Ramnani in
issue 16709.)
TestSuite now drops references to tests as soon as the test
has been run, if the test is successful.  On Python interpreters that do
garbage collection, this allows the tests to be garbage collected if nothing
else is holding a reference to the test.  It is possible to override this
behavior by creating a TestSuite subclass that defines a
custom _removeTestAtIndex method.  (Contributed by Tom Wardill, Matt
McClure, and Andrew Svetlov in issue 11798.)
A new test assertion context-manager, assertLogs(),
will ensure that a given block of code emits a log message using the
logging module.  By default the message can come from any logger and
have a priority of INFO or higher, but both the logger name and an
alternative minimum logging level may be specified.  The object returned by the
context manager can be queried for the LogRecords and/or
formatted messages that were logged.  (Contributed by Antoine Pitrou in
issue 18937.)
Test discovery now works with namespace packages (Contributed by Claudiu Popa
in issue 17457.)
unittest.mock objects now inspect their specification signatures when
matching calls, which means an argument can now be matched by either position
or name, instead of only by position.  (Contributed by Antoine Pitrou in
issue 17015.)
mock_open() objects now have readline and readlines
methods.  (Contributed by Toshio Kuratomi in issue 17467.)",improved-modules - unittest,"class NumbersTest(unittest.TestCase):
    def test_even(self):
        for i in range(6):
            with self.subTest(i=i):
                self.assertEqual(i % 2, 0)
",3.4
"PEP 476: Enabling certificate verification by default for stdlib http clients

http.client and modules which use it, such as urllib.request and
xmlrpc.client, will now verify that the server presents a certificate
which is signed by a CA in the platform trust store and whose hostname matches
the hostname being requested by default, significantly improving security for
many applications.
For applications which require the old previous behavior, they can pass an
alternate context:
import urllib.request
import ssl

# This disables all verification
context = ssl._create_unverified_context()

# This allows using a specific certificate for the host, which doesn't need
# to be in the trust store
context = ssl.create_default_context(cafile=""/path/to/file.crt"")

urllib.request.urlopen(""https://invalid-cert"", context=context)",changed-in-3-4-3 - pep-476-enabling-certificate-verification-by-default-for-stdlib-http-clients,"import urllib.request
import ssl

# This disables all verification
context = ssl._create_unverified_context()

# This allows using a specific certificate for the host, which doesn't need
# to be in the trust store
context = ssl.create_default_context(cafile=""/path/to/file.crt"")

urllib.request.urlopen(""https://invalid-cert"", context=context)
",3.4
"PEP 492 - Coroutines with async and await syntax

PEP 492 greatly improves support for asynchronous programming in Python
by adding awaitable objects,
coroutine functions,
asynchronous iteration,
and asynchronous context managers.
Coroutine functions are declared using the new async def syntax:
>>> async def coro():
...     return 'spam'


Inside a coroutine function, the new await expression can be used
to suspend coroutine execution until the result is available.  Any object
can be awaited, as long as it implements the awaitable protocol by
defining the __await__() method.
PEP 492 also adds async for statement for convenient iteration
over asynchronous iterables.
An example of a rudimentary HTTP client written using the new syntax:
import asyncio

async def http_get(domain):
    reader, writer = await asyncio.open_connection(domain, 80)

    writer.write(b'\r\n'.join([
        b'GET / HTTP/1.1',
        b'Host: %b' % domain.encode('latin-1'),
        b'Connection: close',
        b'', b''
    ]))

    async for line in reader:
        print('>>>', line)

    writer.close()

loop = asyncio.get_event_loop()
try:
    loop.run_until_complete(http_get('example.com'))
finally:
    loop.close()


Similarly to asynchronous iteration, there is a new syntax for asynchronous
context managers.  The following script:
import asyncio

async def coro(name, lock):
    print('coro {}: waiting for lock'.format(name))
    async with lock:
        print('coro {}: holding the lock'.format(name))
        await asyncio.sleep(1)
        print('coro {}: releasing the lock'.format(name))

loop = asyncio.get_event_loop()
lock = asyncio.Lock()
coros = asyncio.gather(coro(1, lock), coro(2, lock))
try:
    loop.run_until_complete(coros)
finally:
    loop.close()


will output:
coro 2: waiting for lock
coro 2: holding the lock
coro 1: waiting for lock
coro 2: releasing the lock
coro 1: holding the lock
coro 1: releasing the lock


Note that both async for and async with can only
be used inside a coroutine function declared with async def.
Coroutine functions are intended to be run inside a compatible event loop,
such as the asyncio loop.

Note

Changed in version 3.5.2: Starting with CPython 3.5.2, __aiter__ can directly return
asynchronous iterators.  Returning
an awaitable object will result in a
PendingDeprecationWarning.
See more details in the Asynchronous Iterators documentation
section.



See also

PEP 492 – Coroutines with async and await syntax
PEP written and implemented by Yury Selivanov.",new-features - pep-492-coroutines-with-async-and-await-syntax,">>> async def coro():
...     return 'spam'
",3.5
,new-features - pep-492-coroutines-with-async-and-await-syntax,"import asyncio

async def http_get(domain):
    reader, writer = await asyncio.open_connection(domain, 80)

    writer.write(b'\r\n'.join([
        b'GET / HTTP/1.1',
        b'Host: %b' % domain.encode('latin-1'),
        b'Connection: close',
        b'', b''
    ]))

    async for line in reader:
        print('>>>', line)

    writer.close()

loop = asyncio.get_event_loop()
try:
    loop.run_until_complete(http_get('example.com'))
finally:
    loop.close()
",3.5
,new-features - pep-492-coroutines-with-async-and-await-syntax,"import asyncio

async def coro(name, lock):
    print('coro {}: waiting for lock'.format(name))
    async with lock:
        print('coro {}: holding the lock'.format(name))
        await asyncio.sleep(1)
        print('coro {}: releasing the lock'.format(name))

loop = asyncio.get_event_loop()
lock = asyncio.Lock()
coros = asyncio.gather(coro(1, lock), coro(2, lock))
try:
    loop.run_until_complete(coros)
finally:
    loop.close()
",3.5
,new-features - pep-492-coroutines-with-async-and-await-syntax,"coro 2: waiting for lock
coro 2: holding the lock
coro 1: waiting for lock
coro 2: releasing the lock
coro 1: holding the lock
coro 1: releasing the lock
",3.5
"PEP 465 - A dedicated infix operator for matrix multiplication

PEP 465 adds the @ infix operator for matrix multiplication.
Currently, no builtin Python types implement the new operator, however, it
can be implemented by defining __matmul__(), __rmatmul__(),
and __imatmul__() for regular, reflected, and in-place matrix
multiplication.  The semantics of these methods is similar to that of
methods defining other infix arithmetic operators.
Matrix multiplication is a notably common operation in many fields of
mathematics, science, engineering, and the addition of @ allows writing
cleaner code:
S = (H @ beta - r).T @ inv(H @ V @ H.T) @ (H @ beta - r)


instead of:
S = dot((dot(H, beta) - r).T,
        dot(inv(dot(dot(H, V), H.T)), dot(H, beta) - r))


NumPy 1.10 has support for the new operator:
>>> import numpy

>>> x = numpy.ones(3)
>>> x
array([ 1., 1., 1.])

>>> m = numpy.eye(3)
>>> m
array([[ 1., 0., 0.],
       [ 0., 1., 0.],
       [ 0., 0., 1.]])

>>> x @ m
array([ 1., 1., 1.])



See also

PEP 465 – A dedicated infix operator for matrix multiplication
PEP written by Nathaniel J. Smith; implemented by Benjamin Peterson.",new-features - pep-465-a-dedicated-infix-operator-for-matrix-multiplication,"S = (H @ beta - r).T @ inv(H @ V @ H.T) @ (H @ beta - r)
",3.5
,new-features - pep-465-a-dedicated-infix-operator-for-matrix-multiplication,"S = dot((dot(H, beta) - r).T,
        dot(inv(dot(dot(H, V), H.T)), dot(H, beta) - r))
",3.5
,new-features - pep-465-a-dedicated-infix-operator-for-matrix-multiplication,">>> import numpy

>>> x = numpy.ones(3)
>>> x
array([ 1., 1., 1.])

>>> m = numpy.eye(3)
>>> m
array([[ 1., 0., 0.],
       [ 0., 1., 0.],
       [ 0., 0., 1.]])

>>> x @ m
array([ 1., 1., 1.])
",3.5
"PEP 448 - Additional Unpacking Generalizations

PEP 448 extends the allowed uses of the * iterable unpacking
operator and ** dictionary unpacking operator.  It is now possible
to use an arbitrary number of unpackings in function calls:
>>> print(*[1], *[2], 3, *[4, 5])
1 2 3 4 5

>>> def fn(a, b, c, d):
...     print(a, b, c, d)
...

>>> fn(**{'a': 1, 'c': 3}, **{'b': 2, 'd': 4})
1 2 3 4


Similarly, tuple, list, set, and dictionary displays allow multiple
unpackings (see Expression lists and Dictionary displays):
>>> *range(4), 4
(0, 1, 2, 3, 4)

>>> [*range(4), 4]
[0, 1, 2, 3, 4]

>>> {*range(4), 4, *(5, 6, 7)}
{0, 1, 2, 3, 4, 5, 6, 7}

>>> {'x': 1, **{'y': 2}}
{'x': 1, 'y': 2}



See also

PEP 448 – Additional Unpacking Generalizations
PEP written by Joshua Landau; implemented by Neil Girdhar,
Thomas Wouters, and Joshua Landau.",new-features - pep-448-additional-unpacking-generalizations,">>> print(*[1], *[2], 3, *[4, 5])
1 2 3 4 5

>>> def fn(a, b, c, d):
...     print(a, b, c, d)
...

>>> fn(**{'a': 1, 'c': 3}, **{'b': 2, 'd': 4})
1 2 3 4
",3.5
,new-features - pep-448-additional-unpacking-generalizations,">>> *range(4), 4
(0, 1, 2, 3, 4)

>>> [*range(4), 4]
[0, 1, 2, 3, 4]

>>> {*range(4), 4, *(5, 6, 7)}
{0, 1, 2, 3, 4, 5, 6, 7}

>>> {'x': 1, **{'y': 2}}
{'x': 1, 'y': 2}
",3.5
"PEP 461 - percent formatting support for bytes and bytearray

PEP 461 adds support for the %
interpolation operator to bytes
and bytearray.
While interpolation is usually thought of as a string operation, there are
cases where interpolation on bytes or bytearrays makes sense, and the
work needed to make up for this missing functionality detracts from the
overall readability of the code.  This issue is particularly important when
dealing with wire format protocols, which are often a mixture of binary
and ASCII compatible text.
Examples:
>>> b'Hello %b!' % b'World'
b'Hello World!'

>>> b'x=%i y=%f' % (1, 2.5)
b'x=1 y=2.500000'


Unicode is not allowed for %b, but it is accepted by %a (equivalent of
repr(obj).encode('ascii', 'backslashreplace')):
>>> b'Hello %b!' % 'World'
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
TypeError: %b requires bytes, or an object that implements __bytes__, not 'str'

>>> b'price: %a' % '10€'
b""price: '10\\u20ac'""


Note that %s and %r conversion types, although supported, should
only be used in codebases that need compatibility with Python 2.

See also

PEP 461 – Adding % formatting to bytes and bytearray
PEP written by Ethan Furman; implemented by Neil Schemenauer and
Ethan Furman.",new-features - pep-461-percent-formatting-support-for-bytes-and-bytearray,">>> b'Hello %b!' % b'World'
b'Hello World!'

>>> b'x=%i y=%f' % (1, 2.5)
b'x=1 y=2.500000'
",3.5
,new-features - pep-461-percent-formatting-support-for-bytes-and-bytearray,">>> b'Hello %b!' % 'World'
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
TypeError: %b requires bytes, or an object that implements __bytes__, not 'str'

>>> b'price: %a' % '10€'
b""price: '10\\u20ac'""
",3.5
"PEP 484 - Type Hints

Function annotation syntax has been a Python feature since version 3.0
(PEP 3107), however the semantics of annotations has been left undefined.
Experience has shown that the majority of function annotation
uses were to provide type hints to function parameters and return values.  It
became evident that it would be beneficial for Python users, if the
standard library included the base definitions and tools for type annotations.
PEP 484 introduces a provisional module to
provide these standard definitions and tools, along with some conventions
for situations where annotations are not available.
For example, here is a simple function whose argument and return type
are declared in the annotations:
def greeting(name: str) -> str:
    return 'Hello ' + name


While these annotations are available at runtime through the usual
__annotations__ attribute, no automatic type checking happens at
runtime.  Instead, it is assumed that a separate off-line type checker
(e.g. mypy) will be used for on-demand
source code analysis.
The type system supports unions, generic types, and a special type
named Any which is consistent with (i.e. assignable to
and from) all types.

See also

typing module documentation

PEP 484 – Type Hints
PEP written by Guido van Rossum, Jukka Lehtosalo, and Łukasz Langa;
implemented by Guido van Rossum.



PEP 483 – The Theory of Type Hints
PEP written by Guido van Rossum",new-features - pep-484-type-hints,"def greeting(name: str) -> str:
    return 'Hello ' + name
",3.5
"PEP 471 - os.scandir() function – a better and faster directory iterator

PEP 471 adds a new directory iteration function, os.scandir(),
to the standard library.  Additionally, os.walk() is now
implemented using scandir, which makes it 3 to 5 times faster
on POSIX systems and 7 to 20 times faster on Windows systems.  This is
largely achieved by greatly reducing the number of calls to os.stat()
required to walk a directory tree.
Additionally, scandir returns an iterator, as opposed to returning
a list of file names, which improves memory efficiency when iterating
over very large directories.
The following example shows a simple use of os.scandir() to display all
the files (excluding directories) in the given path that don’t start with
'.'. The entry.is_file() call will generally
not make an additional system call:
for entry in os.scandir(path):
    if not entry.name.startswith('.') and entry.is_file():
        print(entry.name)



See also

PEP 471 – os.scandir() function – a better and faster directory iterator
PEP written and implemented by Ben Hoyt with the help of Victor Stinner.",new-features - pep-471-os-scandir-function-a-better-and-faster-directory-iterator,"for entry in os.scandir(path):
    if not entry.name.startswith('.') and entry.is_file():
        print(entry.name)
",3.5
"PEP 475: Retry system calls failing with EINTR

An errno.EINTR error code is returned whenever a system call, that
is waiting for I/O, is interrupted by a signal.  Previously, Python would
raise InterruptedError in such cases.  This meant that, when writing a
Python application, the developer had two choices:

Ignore the InterruptedError.
Handle the InterruptedError and attempt to restart the interrupted
system call at every call site.

The first option makes an application fail intermittently.
The second option adds a large amount of boilerplate that makes the
code nearly unreadable.  Compare:
print(""Hello World"")


and:
while True:
    try:
        print(""Hello World"")
        break
    except InterruptedError:
        continue


PEP 475 implements automatic retry of system calls on
EINTR.  This removes the burden of dealing with EINTR
or InterruptedError in user code in most situations and makes
Python programs, including the standard library, more robust.  Note that
the system call is only retried if the signal handler does not raise an
exception.
Below is a list of functions which are now retried when interrupted
by a signal:

open() and io.open();
functions of the faulthandler module;
os functions: fchdir(), fchmod(),
fchown(), fdatasync(), fstat(),
fstatvfs(), fsync(), ftruncate(),
mkfifo(), mknod(), open(),
posix_fadvise(), posix_fallocate(), pread(),
pwrite(), read(), readv(), sendfile(),
wait3(), wait4(), wait(),
waitid(), waitpid(), write(),
writev();
special cases: os.close() and os.dup2() now ignore
EINTR errors; the syscall is not retried (see the PEP
for the rationale);
select functions: devpoll.poll(),
epoll.poll(),
kqueue.control(),
poll.poll(), select();
methods of the socket class: accept(),
connect() (except for non-blocking sockets),
recv(), recvfrom(),
recvmsg(), send(),
sendall(), sendmsg(),
sendto();
signal.sigtimedwait() and signal.sigwaitinfo();
time.sleep().


See also

PEP 475 – Retry system calls failing with EINTR
PEP and implementation written by Charles-François Natali and
Victor Stinner, with the help of Antoine Pitrou (the French connection).",new-features - pep-475-retry-system-calls-failing-with-eintr,"print(""Hello World"")
",3.5
,new-features - pep-475-retry-system-calls-failing-with-eintr,"while True:
    try:
        print(""Hello World"")
        break
    except InterruptedError:
        continue
",3.5
"PEP 479: Change StopIteration handling inside generators

The interaction of generators and StopIteration in Python 3.4 and
earlier was sometimes surprising, and could conceal obscure bugs.  Previously,
StopIteration raised accidentally inside a generator function was
interpreted as the end of the iteration by the loop construct driving the
generator.
PEP 479 changes the behavior of generators: when a StopIteration
exception is raised inside a generator, it is replaced with a
RuntimeError before it exits the generator frame.  The main goal of
this change is to ease debugging in the situation where an unguarded
next() call raises StopIteration and causes the iteration controlled
by the generator to terminate silently. This is particularly pernicious in
combination with the yield from construct.
This is a backwards incompatible change, so to enable the new behavior,
a __future__ import is necessary:
>>> from __future__ import generator_stop

>>> def gen():
...     next(iter([]))
...     yield
...
>>> next(gen())
Traceback (most recent call last):
  File ""<stdin>"", line 2, in gen
StopIteration

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
RuntimeError: generator raised StopIteration


Without a __future__ import, a PendingDeprecationWarning will be
raised whenever a StopIteration exception is raised inside a generator.

See also

PEP 479 – Change StopIteration handling inside generators
PEP written by Chris Angelico and Guido van Rossum. Implemented by
Chris Angelico, Yury Selivanov and Nick Coghlan.",new-features - pep-479-change-stopiteration-handling-inside-generators,">>> from __future__ import generator_stop

>>> def gen():
...     next(iter([]))
...     yield
...
>>> next(gen())
Traceback (most recent call last):
  File ""<stdin>"", line 2, in gen
StopIteration

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
RuntimeError: generator raised StopIteration
",3.5
"PEP 485: A function for testing approximate equality

PEP 485 adds the math.isclose() and cmath.isclose()
functions which tell whether two values are approximately equal or
“close” to each other.  Whether or not two values are considered
close is determined according to given absolute and relative tolerances.
Relative tolerance is the maximum allowed difference between isclose
arguments, relative to the larger absolute value:
>>> import math
>>> a = 5.0
>>> b = 4.99998
>>> math.isclose(a, b, rel_tol=1e-5)
True
>>> math.isclose(a, b, rel_tol=1e-6)
False


It is also possible to compare two values using absolute tolerance, which
must be a non-negative value:
>>> import math
>>> a = 5.0
>>> b = 4.99998
>>> math.isclose(a, b, abs_tol=0.00003)
True
>>> math.isclose(a, b, abs_tol=0.00001)
False



See also

PEP 485 – A function for testing approximate equality
PEP written by Christopher Barker; implemented by Chris Barker and
Tal Einat.",new-features - pep-485-a-function-for-testing-approximate-equality,">>> import math
>>> a = 5.0
>>> b = 4.99998
>>> math.isclose(a, b, rel_tol=1e-5)
True
>>> math.isclose(a, b, rel_tol=1e-6)
False
",3.5
,new-features - pep-485-a-function-for-testing-approximate-equality,">>> import math
>>> a = 5.0
>>> b = 4.99998
>>> math.isclose(a, b, abs_tol=0.00003)
True
>>> math.isclose(a, b, abs_tol=0.00001)
False
",3.5
"zipapp

The new zipapp module (specified in PEP 441) provides an API and
command line tool for creating executable Python Zip Applications, which
were introduced in Python 2.6 in bpo-1739468, but which were not well
publicized, either at the time or since.
With the new module, bundling your application is as simple as putting all
the files, including a __main__.py file, into a directory myapp
and running:
$ python -m zipapp myapp
$ python myapp.pyz


The module implementation has been contributed by Paul Moore in
bpo-23491.

See also
PEP 441 – Improving Python ZIP Application Support",new-modules - zipapp,"$ python -m zipapp myapp
$ python myapp.pyz
",3.5
"collections

The OrderedDict class is now implemented in C, which
makes it 4 to 100 times faster.  (Contributed by Eric Snow in bpo-16991.)
OrderedDict.items(),
OrderedDict.keys(),
OrderedDict.values() views now support
reversed() iteration.
(Contributed by Serhiy Storchaka in bpo-19505.)
The deque class now defines
index(), insert(), and
copy(), and supports the + and * operators.
This allows deques to be recognized as a MutableSequence
and improves their substitutability for lists.
(Contributed by Raymond Hettinger in bpo-23704.)
Docstrings produced by namedtuple() can now be updated:
Point = namedtuple('Point', ['x', 'y'])
Point.__doc__ += ': Cartesian coodinate'
Point.x.__doc__ = 'abscissa'
Point.y.__doc__ = 'ordinate'


(Contributed by Berker Peksag in bpo-24064.)
The UserString class now implements the
__getnewargs__(), __rmod__(), casefold(),
format_map(), isprintable(), and maketrans()
methods to match the corresponding methods of str.
(Contributed by Joe Jevnik in bpo-22189.)",improved-modules - collections,"Point = namedtuple('Point', ['x', 'y'])
Point.__doc__ += ': Cartesian coodinate'
Point.x.__doc__ = 'abscissa'
Point.y.__doc__ = 'ordinate'
",3.5
"configparser

configparser now provides a way to customize the conversion
of values by specifying a dictionary of converters in the
ConfigParser constructor, or by defining them
as methods in ConfigParser subclasses.  Converters defined in
a parser instance are inherited by its section proxies.
Example:
>>> import configparser
>>> conv = {}
>>> conv['list'] = lambda v: [e.strip() for e in v.split() if e.strip()]
>>> cfg = configparser.ConfigParser(converters=conv)
>>> cfg.read_string(""""""
... [s]
... list = a b c d e f g
... """""")
>>> cfg.get('s', 'list')
'a b c d e f g'
>>> cfg.getlist('s', 'list')
['a', 'b', 'c', 'd', 'e', 'f', 'g']
>>> section = cfg['s']
>>> section.getlist('list')
['a', 'b', 'c', 'd', 'e', 'f', 'g']


(Contributed by Łukasz Langa in bpo-18159.)",improved-modules - configparser,">>> import configparser
>>> conv = {}
>>> conv['list'] = lambda v: [e.strip() for e in v.split() if e.strip()]
>>> cfg = configparser.ConfigParser(converters=conv)
>>> cfg.read_string(""""""
... [s]
... list = a b c d e f g
... """""")
>>> cfg.get('s', 'list')
'a b c d e f g'
>>> cfg.getlist('s', 'list')
['a', 'b', 'c', 'd', 'e', 'f', 'g']
>>> section = cfg['s']
>>> section.getlist('list')
['a', 'b', 'c', 'd', 'e', 'f', 'g']
",3.5
"contextlib

The new redirect_stderr() context manager (similar to
redirect_stdout()) makes it easier for utility scripts to
handle inflexible APIs that write their output to sys.stderr and
don’t provide any options to redirect it:
>>> import contextlib, io, logging
>>> f = io.StringIO()
>>> with contextlib.redirect_stderr(f):
...     logging.warning('warning')
...
>>> f.getvalue()
'WARNING:root:warning\n'


(Contributed by Berker Peksag in bpo-22389.)",improved-modules - contextlib,">>> import contextlib, io, logging
>>> f = io.StringIO()
>>> with contextlib.redirect_stderr(f):
...     logging.warning('warning')
...
>>> f.getvalue()
'WARNING:root:warning\n'
",3.5
"enum

The Enum callable has a new parameter start to
specify the initial number of enum values if only names are provided:
>>> Animal = enum.Enum('Animal', 'cat dog', start=10)
>>> Animal.cat
<Animal.cat: 10>
>>> Animal.dog
<Animal.dog: 11>


(Contributed by Ethan Furman in bpo-21706.)",improved-modules - enum,">>> Animal = enum.Enum('Animal', 'cat dog', start=10)
>>> Animal.cat
<Animal.cat: 10>
>>> Animal.dog
<Animal.dog: 11>
",3.5
"heapq

Element comparison in merge() can now be customized by
passing a key function in a new optional key keyword argument,
and a new optional reverse keyword argument can be used to reverse element
comparison:
>>> import heapq
>>> a = ['9', '777', '55555']
>>> b = ['88', '6666']
>>> list(heapq.merge(a, b, key=len))
['9', '88', '777', '6666', '55555']
>>> list(heapq.merge(reversed(a), reversed(b), key=len, reverse=True))
['55555', '6666', '777', '88', '9']


(Contributed by Raymond Hettinger in bpo-13742.)",improved-modules - heapq,">>> import heapq
>>> a = ['9', '777', '55555']
>>> b = ['88', '6666']
>>> list(heapq.merge(a, b, key=len))
['9', '88', '777', '6666', '55555']
>>> list(heapq.merge(reversed(a), reversed(b), key=len, reverse=True))
['55555', '6666', '777', '88', '9']
",3.5
"http.client

HTTPConnection.getresponse()
now raises a RemoteDisconnected exception when a
remote server connection is closed unexpectedly.  Additionally, if a
ConnectionError (of which RemoteDisconnected
is a subclass) is raised, the client socket is now closed automatically,
and will reconnect on the next request:
import http.client
conn = http.client.HTTPConnection('www.python.org')
for retries in range(3):
    try:
        conn.request('GET', '/')
        resp = conn.getresponse()
    except http.client.RemoteDisconnected:
        pass


(Contributed by Martin Panter in bpo-3566.)",improved-modules - http-client,"import http.client
conn = http.client.HTTPConnection('www.python.org')
for retries in range(3):
    try:
        conn.request('GET', '/')
        resp = conn.getresponse()
    except http.client.RemoteDisconnected:
        pass
",3.5
"inspect

Both the Signature and Parameter classes are
now picklable and hashable.  (Contributed by Yury Selivanov in bpo-20726
and bpo-20334.)
A new
BoundArguments.apply_defaults()
method provides a way to set default values for missing arguments:
>>> def foo(a, b='ham', *args): pass
>>> ba = inspect.signature(foo).bind('spam')
>>> ba.apply_defaults()
>>> ba.arguments
OrderedDict([('a', 'spam'), ('b', 'ham'), ('args', ())])


(Contributed by Yury Selivanov in bpo-24190.)
A new class method
Signature.from_callable() makes
subclassing of Signature easier.  (Contributed
by Yury Selivanov and Eric Snow in bpo-17373.)
The signature() function now accepts a follow_wrapped
optional keyword argument, which, when set to False, disables automatic
following of __wrapped__ links.
(Contributed by Yury Selivanov in bpo-20691.)
A set of new functions to inspect
coroutine functions and
coroutine objects has been added:
iscoroutine(), iscoroutinefunction(),
isawaitable(), getcoroutinelocals(),
and getcoroutinestate().
(Contributed by Yury Selivanov in bpo-24017 and bpo-24400.)
The stack(), trace(),
getouterframes(), and getinnerframes()
functions now return a list of named tuples.
(Contributed by Daniel Shahaf in bpo-16808.)",improved-modules - inspect,">>> def foo(a, b='ham', *args): pass
>>> ba = inspect.signature(foo).bind('spam')
>>> ba.apply_defaults()
>>> ba.arguments
OrderedDict([('a', 'spam'), ('b', 'ham'), ('args', ())])
",3.5
